filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
azrm C side_B 05-04-06_000647.wav, 0.32394441962242126, 0.0595272034406662, 4265.234021359545, 1489.5001486840856, 5567.90477446396, 0.36221914917883213, -387.1120300292969, -117.49747467041016, -86.269775390625, 70.73675537109375, -14.000449180603027, 4.276019096374512, -6.00233793258667, -0.5968053340911865, -2.289304733276367, 5.067991733551025, 0.37408459186553955, -2.2089920043945312, -3.4730241298675537, 1.1374293565750122, 1.3957666158676147, 5.504274368286133, -7.096232891082764, -8.46353530883789, -4.86295223236084, 8.301609992980957, azrm rep and soundfiles,
azrm D side_B 05-04-06_001420.wav, 0.287858247756958, 0.08099541068077087, 4019.853284806652, 1588.2343092021931, 5306.748419292902, 0.3321098715572034, -296.9051208496094, -69.01313781738281, -102.98281860351562, 27.634048461914062, -12.672769546508789, 41.86003112792969, -0.429403692483902, -12.247649192810059, -11.952400207519531, 4.265627861022949, 5.804556846618652, 14.099148750305176, -4.8874311447143555, -10.172136306762695, -3.2712864875793457, 4.681941032409668, 12.05810832977295, 10.71985149383545, 2.837613821029663, -15.479093551635742, azrm rep and soundfiles,
azrm D2 side_B 05-04-06_001426.wav, 0.2766658067703247, 0.0812581330537796, 4446.610573485328, 1602.2009167334631, 5676.983823870668, 0.3805403001237624, -302.9674377441406, -60.76274871826172, -96.00310516357422, 27.32124137878418, -15.964971542358398, 37.60328674316406, 3.187354326248169, -13.610587120056152, -10.899744987487793, 3.8655967712402344, 3.4453892707824707, 15.62296199798584, -4.547663688659668, -10.228991508483887, -3.748271942138672, 6.1784868240356445, 11.110508918762207, 9.18883228302002, 4.365541458129883, -11.704935073852539, azrm rep and soundfiles,
azrm D3 side_B 05-04-06_001448.wav, 0.3996642529964447, 0.04087040200829506, 3449.4365920032074, 1889.3282290481, 5197.919477982955, 0.2572088068181818, -301.6823425292969, -24.4534854888916, -117.26373291015625, 2.152789354324341, 0.4328197240829468, 34.605873107910156, 5.468288898468018, -7.375530242919922, -15.578453063964844, -2.2895891666412354, 0.1110432967543602, 13.351861953735352, 4.808182716369629, -6.64151668548584, -10.686371803283691, -7.622918128967285, 2.7514591217041016, 13.058012962341309, 26.275117874145508, 19.540382385253906, azrm rep and soundfiles,
azrm D4 side_B 05-04-06_001554.wav, 0.2889750003814697, 0.06851429492235184, 3581.8566263375287, 1478.5533571288631, 4712.32199067051, 0.30154922633495146, -305.4234313964844, -47.24839782714844, -119.07282257080078, 55.467010498046875, -5.177788734436035, 24.809484481811523, -15.524754524230957, -9.638976097106934, -11.148808479309082, 25.082502365112305, -5.997926712036133, -1.9018915891647339, -9.104427337646484, 1.4229649305343628, 6.339223384857178, -2.839869260787964, -10.570836067199707, 2.883035898208618, 21.623838424682617, 26.59410858154297, azrm rep and soundfiles,
azrm D5 side_B 05-04-06_003019.wav, 0.341507226228714, 0.05881967023015022, 3532.911850987322, 1699.711970832696, 4950.32958984375, 0.33043187978316324, -288.064208984375, -22.512174606323242, -112.1839599609375, 9.361639976501465, -35.251060485839844, 21.522615432739258, 28.71340560913086, 5.645898818969727, -3.2880682945251465, -8.304268836975098, -16.82210922241211, 8.685654640197754, 1.693071961402893, 9.927879333496094, 10.785990715026855, 1.4296412467956543, -9.478924751281738, -15.962040901184082, -15.478148460388184, -13.70867919921875, azrm rep and soundfiles,
azrm D6 side_B 05-04-06_003200.wav, 0.28377798199653625, 0.05260416865348816, 3732.566324375224, 1719.179729376936, 5181.985646373821, 0.34228976267688677, -333.9306945800781, -43.32793045043945, -106.59542083740234, 23.991413116455078, 1.7952755689620972, 28.94078254699707, 4.647947311401367, -21.260700225830078, -11.865795135498047, 20.00941276550293, -0.3264269530773163, 7.158476829528809, -6.469824314117432, -9.942319869995117, 7.65286922454834, 14.467872619628906, 0.7931838631629944, -7.610246658325195, -21.147008895874023, -30.695615768432617, azrm rep and soundfiles,
azrm E side_B 05-04-06_001713.wav, 0.34099987149238586, 0.07037580758333206, 3386.7074810017416, 1596.9039355593325, 4617.1494140625, 0.2643203125, -283.8807373046875, -22.484315872192383, -121.12206268310547, 6.999013900756836, -8.673866271972656, 23.19867515563965, 12.871484756469727, 2.1930994987487793, -7.61761474609375, -8.510835647583008, -15.035310745239258, 12.801097869873047, 10.023515701293945, 5.659992694854736, -3.3067002296447754, -11.235166549682617, -10.232929229736328, -6.432536602020264, -0.10310015082359314, 16.770862579345703, azrm rep and soundfiles,
azrm E2 side_B 05-04-06_001726.wav, 0.3172191083431244, 0.07648858428001404, 3608.903195216314, 1548.7422153686352, 4777.638033353365, 0.29749474158653844, -280.0196533203125, -32.85246276855469, -119.41227722167969, 13.072928428649902, -16.64522933959961, 26.862213134765625, 15.03863525390625, 0.6125962734222412, -10.248740196228027, -8.446558952331543, -10.348626136779785, 11.372899055480957, 7.583944320678711, 5.220268726348877, -4.394007682800293, -6.927621841430664, -9.961219787597656, -10.014999389648438, -0.5998628735542297, 17.082595825195312, azrm rep and soundfiles,
azrm E3 side_B 05-04-06_002105.wav, 0.3130282461643219, 0.06629391759634018, 3383.7677370768893, 1601.8062756906015, 4631.933193519467, 0.27735975922131145, -288.6441345214844, 4.26633358001709, -108.29837036132812, -6.762757301330566, -41.45410919189453, 0.8573122620582581, 12.715316772460938, 15.00510311126709, 14.650161743164062, 4.416187286376953, -15.832903861999512, -1.3622863292694092, -8.839376449584961, -8.760096549987793, -2.314425468444824, 8.009498596191406, 14.105918884277344, 12.231562614440918, 9.260062217712402, 16.716888427734375, azrm rep and soundfiles,
azrm F side_B 05-04-06_002220.wav, 0.298990935087204, 0.03125990554690361, 4354.950208249077, 1712.588124869965, 5983.06884765625, 0.36726112971230157, -408.2713623046875, -89.30767822265625, -84.14830017089844, 45.028079986572266, 1.1409832239151, 8.160866737365723, -11.702244758605957, 12.808636665344238, -13.764829635620117, 3.8849387168884277, 1.4864505529403687, 4.343466758728027, 5.1645636558532715, -6.9453535079956055, -8.712827682495117, 8.179539680480957, 10.346070289611816, 1.2540310621261597, 5.546875476837158, -11.638287544250488, azrm rep and soundfiles,
azrm F2 side_B 05-04-06_002342.wav, 0.28917884826660156, 0.03887122869491577, 4440.7101681636195, 1899.1447302978193, 6252.157432154605, 0.36724624060150374, -407.9023742675781, -84.43778991699219, -83.6966781616211, 37.182228088378906, 11.241435050964355, 9.042706489562988, -14.005387306213379, -0.8575209975242615, -11.605680465698242, 15.481186866760254, 3.316072702407837, -6.328319549560547, -6.961582660675049, 1.7945313453674316, 4.346391677856445, -1.2036794424057007, -5.758033752441406, -5.95656681060791, 22.105445861816406, 22.042972564697266, azrm rep and soundfiles,
azrm F3 side_B 05-04-06_002447.wav, 0.296950101852417, 0.05926477909088135, 3984.0629848943604, 1807.4636664209645, 5639.748747452446, 0.33595165307971014, -343.6338195800781, -63.37333679199219, -98.22285461425781, 15.488873481750488, 0.4090850353240967, 32.05744171142578, -1.388407588005066, -2.3966848850250244, -23.111923217773438, 7.679291248321533, 9.67546558380127, 7.72576904296875, -2.7205514907836914, -8.023192405700684, -6.588255882263184, 7.085427761077881, 12.009960174560547, 8.337718963623047, 7.460421085357666, -17.385046005249023, azrm rep and soundfiles,
azrm G side_B 05-04-06_003454.wav, 0.29105085134506226, 0.05635394528508186, 4209.309710694257, 1748.7268029442794, 5739.640561995968, 0.3761537613407258, -326.7243347167969, -63.73082733154297, -103.36028289794922, 20.842971801757812, -3.5169308185577393, 33.71689224243164, -2.6228368282318115, -1.6646465063095093, -24.163637161254883, 7.882047176361084, 10.681530952453613, 5.999006748199463, -0.10963445901870728, -10.277724266052246, -6.8818888664245605, 10.561031341552734, 6.637058734893799, 13.793691635131836, 1.7952220439910889, -15.17524528503418, azrm rep and soundfiles,
azrm G2 side_B 05-04-06_003308.wav, 0.2948247194290161, 0.041464462876319885, 4289.8406697024975, 1691.74652821236, 5787.313092341188, 0.3821601242315574, -377.63433837890625, -87.69285583496094, -90.5189437866211, 42.63972854614258, -0.2995155155658722, 19.673250198364258, -10.176966667175293, -0.2803555130958557, -11.383013725280762, 8.479720115661621, 3.177570343017578, 7.934896945953369, -7.074374675750732, -8.443255424499512, 5.78397274017334, 10.272834777832031, 2.6424295902252197, -7.284738063812256, -15.619898796081543, -14.819034576416016, azrm rep and soundfiles,
azrm G3 side_B 05-04-06_003512.wav, 0.31809812784194946, 0.05449839308857918, 3932.683041944544, 1879.8077288897098, 5619.980384563578, 0.33843362742456895, -299.69134521484375, -34.61859130859375, -98.33268737792969, 4.348806858062744, -11.432433128356934, 34.352542877197266, 4.701058864593506, 5.158322334289551, -27.320192337036133, -1.0974348783493042, 2.1274030208587646, 10.782773971557617, 7.336811065673828, -6.755679130554199, -14.77010726928711, -3.8056769371032715, 0.28813591599464417, 14.729323387145996, 24.156444549560547, 19.91015625, azrm rep and soundfiles,
azrm H side_B 05-04-06_003535.wav, 0.3102835714817047, 0.03890401870012283, 4648.591855313432, 1739.1516775233406, 6179.922696859529, 0.42177831064356436, -385.6306457519531, -52.48912811279297, -90.2076416015625, 20.34938621520996, 6.37749719619751, 23.285696029663086, -3.1032116413116455, -13.262474060058594, -3.3191325664520264, 4.174615383148193, 5.540734767913818, 10.8632230758667, -11.663423538208008, -7.184180736541748, 8.75472640991211, 8.485273361206055, 4.1388840675354, -7.50741720199585, -19.37677001953125, -19.560916900634766, azrm rep and soundfiles,
azrm H2 side_B 05-04-06_003622.wav, 0.3087864816188812, 0.03555542603135109, 4241.67681531267, 1666.4445772697002, 5605.07646040483, 0.3504268761837121, -425.8820495605469, -100.12985229492188, -73.32659912109375, 75.00267791748047, 3.2625460624694824, -18.300922393798828, -11.163558006286621, 14.604928970336914, 7.354276657104492, -3.6059930324554443, -12.424361228942871, 14.877321243286133, -1.1830737590789795, -2.095426082611084, -2.7820773124694824, 1.3254497051239014, 7.844217777252197, 3.784759521484375, -5.072668075561523, -4.919985294342041, azrm rep and soundfiles,
azrm H3 side_B 05-04-06_003628.wav, 0.34054604172706604, 0.0441463366150856, 4013.5049005454325, 1680.5350565860074, 5419.079026442308, 0.3432354266826923, -336.0993957519531, -60.5158576965332, -107.10443115234375, 26.226573944091797, -5.200323581695557, 31.45061683654785, -0.07533874362707138, -5.952533721923828, -15.40576171875, 3.003072738647461, 5.183760643005371, 16.692176818847656, -5.81186056137085, -12.131535530090332, -0.29616937041282654, 3.2117252349853516, 10.377854347229004, 13.171859741210938, 0.23491019010543823, -12.681758880615234, azrm rep and soundfiles,
azrm H4side_B 05-04-06_003637.wav, 0.33006158471107483, 0.046440400183200836, 4018.1140112818925, 1745.9472057161827, 5446.2580276747885, 0.3451113943326271, -319.2218933105469, -40.9099235534668, -101.39558410644531, 7.272603511810303, -20.480770111083984, 29.039794921875, 9.566415786743164, 10.34742546081543, -14.863994598388672, -10.989832878112793, -10.172316551208496, 14.194002151489258, 5.988109111785889, 2.9821317195892334, 2.144888162612915, -11.80094051361084, -13.976593971252441, -5.470536231994629, 4.725723743438721, 15.504781723022461, azrm rep and soundfiles,
azrm H5 side_B 05-04-06_003659.wav, 0.35101574659347534, 0.03297707438468933, 4034.882343128994, 1887.0968144416424, 5702.354627552599, 0.34191290222772275, -328.8123779296875, -38.209285736083984, -100.0739974975586, 1.2056584358215332, -19.55416488647461, 32.51914978027344, 9.219005584716797, 7.643341541290283, -12.237686157226562, -11.6336088180542, -10.406088829040527, 16.49909782409668, 3.430455207824707, 4.3835883140563965, 2.360884428024292, -13.064888000488281, -13.618563652038574, -5.569206714630127, 4.973609924316406, 14.189414024353027, azrm rep and soundfiles,
azrm quiet side_B 05-04-06_002658.wav, 0.36664408445358276, 0.027099590748548508, 3443.1604929501145, 2063.7779447295707, 5505.322265625, 0.24892920778508773, -303.18609619140625, -17.718509674072266, -107.93465423583984, -10.158281326293945, -0.009244835004210472, 21.953166961669922, 11.661467552185059, 9.251740455627441, -16.425939559936523, -9.595467567443848, -7.561425685882568, 14.110391616821289, 1.6688892841339111, 6.388182163238525, -2.6511011123657227, -3.5818288326263428, -17.423885345458984, -9.835384368896484, 7.383552074432373, 12.366968154907227, azrm rep and soundfiles,
"bagm A,bagm and omar(ub)012007.wav", 0.28995203971862793, 0.026477744802832603, 4643.349026675169, 1691.7211268507185, 6359.784731657609, 0.41055112092391305, -407.2022399902344, -76.31819915771484, -83.92340850830078, 49.192283630371094, -12.244318008422852, 34.546844482421875, -45.44435119628906, 16.09176254272461, 1.1926305294036865, 52.497928619384766, 7.721180438995361, 6.9916157722473145, -13.516971588134766, 1.563698410987854, -6.1157684326171875, 15.050999641418457, -3.3609468936920166, -4.799854755401611, -4.647469520568848, -6.8654303550720215, bagm rep and soundfiles,
"bagm A2,bagm and omar(ub)012007.wav", 0.3470761477947235, 0.01263880729675293, 4384.456458311618, 1862.404467345368, 6290.168720967061, 0.38252546980574326, -426.9743347167969, -49.37403869628906, -80.45674133300781, 37.64643096923828, -13.00413703918457, 34.163963317871094, -35.57346725463867, 5.505104064941406, 1.422868013381958, 58.27915954589844, 16.435455322265625, 17.476736068725586, -13.410966873168945, -1.2146189212799072, -3.431807518005371, 10.3381929397583, -0.5878269076347351, -0.690944254398346, -10.63398551940918, -7.93625020980835, bagm rep and soundfiles,
"bagm B2,bagm and omar(ub)012007.wav", 0.3358438313007355, 0.01004775706678629, 3946.311600436313, 1855.8915197345973, 5846.2646484375, 0.3304857726490826, -430.5555725097656, -41.071895599365234, -91.20341491699219, 41.77180862426758, -6.603222846984863, 27.91940689086914, -33.3106689453125, 0.5600503087043762, 10.948975563049316, 50.18812561035156, 9.056695938110352, 16.876054763793945, -16.26551055908203, 1.3780556917190552, -4.9937872886657715, 10.958754539489746, 0.020857512950897217, -4.151083946228027, -8.619781494140625, -3.203646659851074, bagm rep and soundfiles,
"bagm B3,bagm and omar(ub)012007.wav", 0.3279326558113098, 0.02485465817153454, 3981.7968940615847, 1574.5022667806234, 5445.809788379855, 0.3422187879247573, -417.33343505859375, -69.85508728027344, -102.4852066040039, 64.61055755615234, -10.158903121948242, 22.567935943603516, -33.384788513183594, 5.0348381996154785, 10.580368041992188, 46.762813568115234, -2.2271320819854736, 5.945520877838135, -18.61479949951172, 6.900511741638184, -4.899851322174072, 9.072765350341797, 1.6809413433074951, -6.7104716300964355, -8.18721866607666, -3.2680790424346924, bagm rep and soundfiles,
"bagm B4 ,bagm and omar(ub)012007.wav", 0.34803929924964905, 0.016507655382156372, 3812.4775420379874, 1734.333803173154, 5533.780860900879, 0.3239479064941406, -401.830810546875, -47.64856719970703, -101.31017303466797, 52.852603912353516, -3.120901346206665, 21.795747756958008, -34.08861541748047, 2.475736379623413, 13.607622146606445, 51.551414489746094, 0.3662303686141968, 12.332843780517578, -18.145421981811523, 0.9187654256820679, -3.492173910140991, 12.263351440429688, -0.5198644995689392, -6.246152877807617, -8.46561050415039, -2.9459657669067383, bagm rep and soundfiles,
"bagm B5,bagm and omar(ub)012007.wav", 0.33055177330970764, 0.02384939417243004, 4167.687365158937, 1694.384231941117, 5905.437190358231, 0.3626778455284553, -399.1886291503906, -69.99275970458984, -94.77716827392578, 58.863258361816406, -11.94697093963623, 24.64908790588379, -33.4286994934082, 7.519225120544434, 4.23773717880249, 52.466426849365234, 4.088871955871582, 7.289740562438965, -17.39649772644043, 3.2523577213287354, -3.3943889141082764, 11.204621315002441, -2.531656265258789, -2.651599645614624, -9.203849792480469, -5.487112998962402, bagm rep and soundfiles,
"bagm C,bagm and omar(ub)012007.wav", 0.2650609016418457, 0.028007332235574722, 4461.056895407009, 1685.6868618411693, 5872.503255208333, 0.41049985532407407, -454.4382019042969, -63.399173736572266, -90.39260864257812, 48.86085891723633, -2.9200167655944824, 25.57454490661621, -41.05607604980469, 12.756922721862793, 4.363421440124512, 43.96229934692383, -4.500985622406006, 1.7673276662826538, -15.048771858215332, 2.8642637729644775, -0.9651308655738831, 8.07686710357666, -4.603615760803223, -0.727479100227356, -7.992912769317627, -2.8263444900512695, bagm rep and soundfiles,
"bagm C2,bagm and omar(ub)012007.wav", 0.26678505539894104, 0.06534421443939209, 4446.615186718911, 1594.8707441445454, 5742.281943873355, 0.4058987801535088, -372.02734375, -69.44017028808594, -90.03035736083984, 48.78558349609375, -2.528913736343384, 26.7027645111084, -40.222049713134766, 8.73727798461914, 10.234145164489746, 39.11624526977539, 0.7720431685447693, -8.111562728881836, -12.255716323852539, 3.592832326889038, 0.6622269153594971, 7.770302772521973, -6.053677558898926, 1.7850397825241089, -9.539636611938477, -8.286394119262695, bagm rep and soundfiles,
"bagm C3,bagm and omar(ub)012007.wav", 0.2727324366569519, 0.050068747252225876, 4407.839988169973, 1547.8661502806215, 5737.107872596154, 0.3826171875, -380.5183410644531, -88.52376556396484, -93.69645690917969, 63.846500396728516, -10.425066947937012, 22.76021385192871, -34.00974655151367, 7.095516204833984, 7.740725517272949, 42.510841369628906, -0.3521489202976227, -0.8666816353797913, -17.282268524169922, 5.993327617645264, -1.9602532386779785, 8.302461624145508, -2.3293509483337402, -0.6513370871543884, -9.974776268005371, -5.654967784881592, bagm rep and soundfiles,
"bagm C4,bagm and omar(ub)012007.wav", 0.28160014748573303, 0.0461115837097168, 4590.5050076652105, 1623.8006683735755, 5857.120230178202, 0.41841667742768596, -394.5263366699219, -64.73636627197266, -81.09093475341797, 44.97810363769531, -9.948803901672363, 30.198266983032227, -36.27370071411133, 3.878251552581787, 8.432256698608398, 43.29365539550781, 14.827973365783691, 1.0714200735092163, -11.197125434875488, 0.2610217034816742, -5.906466960906982, 13.323589324951172, -2.0190072059631348, -0.4511220455169678, -8.18899917602539, -4.051863670349121, bagm rep and soundfiles,
"bagm D,bagm and omar(ub)012007.wav", 0.26342302560806274, 0.03349447250366211, 4463.234272193259, 1782.9354626631518, 6162.447140194954, 0.42768957855504586, -389.38543701171875, -63.65811538696289, -86.95243835449219, 48.726768493652344, -11.667824745178223, 30.672826766967773, -38.73545455932617, 7.601039886474609, 8.041854858398438, 52.9007568359375, 9.233738899230957, 17.185325622558594, -14.208579063415527, -6.057175159454346, -1.117202877998352, 15.341523170471191, -5.682783126831055, -1.2592813968658447, -8.92210578918457, -3.341811418533325, bagm rep and soundfiles,
"bagm D2,bagm and omar(ub)012007.wav", 0.27254828810691833, 0.024355553090572357, 4303.5570482435605, 1702.6860554393727, 5886.357421875, 0.4025251116071429, -408.5094909667969, -71.60267639160156, -92.39139556884766, 55.5177001953125, -10.430047988891602, 26.522348403930664, -37.13654327392578, 7.5381622314453125, 7.895688533782959, 51.13365936279297, 3.654033660888672, 17.79736328125, -17.170934677124023, -5.47708797454834, 3.050907611846924, 10.263423919677734, -4.492594242095947, 0.9877059459686279, -12.451278686523438, -3.298278570175171, bagm rep and soundfiles,
"bagm D3,bagm and omar(ub)012007.wav", 0.296933650970459, 0.016086677089333534, 4393.883824352774, 1760.5448770432163, 6057.739986590485, 0.398280812733209, -444.39984130859375, -72.288330078125, -86.15895080566406, 50.55226135253906, -10.164518356323242, 27.912269592285156, -37.580204010009766, 7.964126110076904, 6.241133689880371, 50.29206466674805, 7.714820861816406, 15.694091796875, -20.31372833251953, 0.5363497138023376, -1.0309813022613525, 9.959413528442383, -1.9134628772735596, -0.6386233568191528, -11.562618255615234, -5.753686904907227, bagm rep and soundfiles,
"bagm D4,bagm and omar(ub)012007.wav", 0.26482272148132324, 0.0516822524368763, 4120.030637382905, 1653.0062284217631, 5597.751908735795, 0.39335493607954547, -319.0598449707031, -40.698707580566406, -94.21884155273438, 46.60419464111328, -10.369300842285156, 30.30963897705078, -34.73066329956055, 1.571004867553711, 12.379186630249023, 48.07248306274414, 12.232763290405273, 15.966344833374023, -16.228683471679688, -4.203271865844727, 2.44893217086792, 9.24797534942627, -2.4868662357330322, -1.1999382972717285, -9.508719444274902, -7.723443984985352, bagm rep and soundfiles,
"bagm D5,bagm and omar(ub)012007.wav", 0.26352420449256897, 0.0376424603164196, 4444.561709810736, 1612.240933693139, 5894.277871621622, 0.3988114090653153, -412.2286682128906, -70.72016143798828, -86.81053924560547, 49.746761322021484, -5.218214988708496, 24.788185119628906, -38.321739196777344, 7.155055522918701, 11.557461738586426, 38.87241744995117, 13.122596740722656, 10.667122840881348, -21.765541076660156, 4.017899990081787, -2.8187994956970215, 8.707353591918945, 1.7847093343734741, -3.352100372314453, -7.392704963684082, -2.2066876888275146, bagm rep and soundfiles,
"bagm D6,bagm and omar(ub)012007.wav", 0.2535659670829773, 0.0301614161580801, 4527.646999554177, 1664.9127590008281, 5986.23046875, 0.41828865840517243, -436.7751159667969, -70.47212219238281, -86.88026428222656, 50.26565170288086, -6.075010299682617, 24.20212173461914, -37.282432556152344, 6.525381565093994, 11.608335494995117, 43.364601135253906, 13.288305282592773, 17.226205825805664, -23.069622039794922, 2.236017942428589, -1.3003443479537964, 9.102892875671387, -0.7184491753578186, -0.6235479116439819, -9.470391273498535, -3.5420687198638916, bagm rep and soundfiles,
"bagm E,bagm and omar(ub)012007.wav", 0.3068942129611969, 0.0300432201474905, 4196.698078569128, 1529.0911478707578, 5429.058837890625, 0.37988602487664475, -390.163330078125, -37.95835494995117, -88.6537857055664, 46.043827056884766, -8.657377243041992, 24.91844940185547, -30.9046573638916, 1.426775574684143, 13.490079879760742, 45.35596466064453, 19.606557846069336, 9.506220817565918, -14.417509078979492, -4.383747577667236, 3.1260902881622314, 6.581396579742432, 2.5725173950195312, -5.307476043701172, -6.566369533538818, -4.3623247146606445, bagm rep and soundfiles,
